customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
2428-HYUNX,no,male,1,yes,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),19.35,847.25
2428-ZMCTB,no,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit-card-(automatic),19.75,208.25
2429-AYKKO,no,male,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),19.85,1434.1
2430-RRYUW,no,male,0,no,no,66,yes,no,dsl,yes,yes,no,no,no,no,one-year,yes,mailed-check,54.8,3465.7
2430-USGXP,yes,male,0,yes,no,24,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,101.05,2391.8
2432-TFSMK,no,male,0,no,no,18,yes,yes,fiber-optic,no,no,yes,no,yes,no,one-year,yes,credit-card-(automatic),89.6,1633.0
2433-KMEAS,yes,male,0,no,no,22,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic-check,54.45,1127.35
2434-EEVDB,no,female,0,yes,no,64,yes,yes,fiber-optic,yes,no,yes,no,yes,no,two-year,yes,credit-card-(automatic),94.6,5948.7
2436-QBZFP,no,female,0,yes,yes,22,no,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic-check,39.2,849.9
2439-LYPMQ,no,male,1,yes,no,38,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,102.6,4009.2
2439-QKJUL,no,male,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.25,109.8
2446-BEGGB,yes,female,1,no,no,6,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic-check,98.25,560.6
2446-PLQVO,yes,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.3,70.3
2446-ZKVAF,no,male,0,yes,no,18,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit-card-(automatic),56.8,1074.65
2450-ZKEED,no,female,0,no,no,11,yes,no,dsl,no,no,yes,yes,no,no,one-year,no,bank-transfer-(automatic),53.8,651.55
2451-YMUXS,no,male,1,no,no,67,yes,yes,dsl,yes,yes,no,yes,no,no,two-year,yes,bank-transfer-(automatic),64.55,4250.1
2452-KDRRH,no,male,1,no,no,67,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,credit-card-(automatic),101.4,6841.05
2452-MRMZF,no,female,1,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),25.7,1937.4
2452-SNHFZ,no,female,0,no,no,47,yes,no,fiber-optic,yes,no,no,no,no,no,month-to-month,no,credit-card-(automatic),75.45,3545.1
2453-SAFNS,no,female,1,no,no,54,yes,yes,dsl,no,yes,no,yes,yes,no,one-year,no,mailed-check,72.1,3886.05
2454-RPBRZ,yes,female,1,yes,no,12,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic-check,98.1,1060.2
2455-USLMV,no,female,0,no,no,31,yes,yes,fiber-optic,yes,no,yes,no,no,no,month-to-month,yes,credit-card-(automatic),84.75,2613.4
2458-EOMRE,no,female,0,no,no,11,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,bank-transfer-(automatic),64.05,733.95
2460-FPSYH,yes,female,1,no,no,40,no,no phone service,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,electronic-check,55.8,2109.35
2460-NGXBJ,no,male,1,yes,yes,11,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,credit-card-(automatic),75.2,775.3
2462-XIIJB,yes,male,0,no,no,5,yes,yes,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,electronic-check,92.5,452.7
2465-BLLEU,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,19.75,19.75
2466-FCCPT,no,female,0,yes,yes,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,bank-transfer-(automatic),19.7,395.6
2466-NEJOJ,no,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit-card-(automatic),19.65,169.75
2468-SJFLM,no,male,0,no,no,1,yes,no,fiber-optic,no,no,no,yes,no,no,month-to-month,yes,mailed-check,74.3,74.3
2469-DTSGX,no,female,1,no,no,72,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,no,electronic-check,111.65,7943.45
2472-OVKUP,yes,male,0,yes,no,6,yes,no,fiber-optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic-check,91.0,531.0
2474-BRUCM,yes,male,1,yes,no,40,yes,yes,fiber-optic,yes,no,no,no,yes,yes,month-to-month,no,electronic-check,101.85,4086.3
2474-LCNUE,no,female,0,yes,no,23,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit-card-(automatic),73.65,1642.75
2475-MROZF,no,male,0,no,no,30,yes,yes,fiber-optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit-card-(automatic),95.0,2852.4
2476-YGEFM,no,female,0,no,no,29,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,credit-card-(automatic),76.0,2215.25
2478-EEWWM,no,male,0,yes,no,59,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,44.3,2666.75
2479-BRAMR,yes,male,1,yes,no,41,yes,yes,fiber-optic,yes,no,yes,no,no,no,month-to-month,yes,bank-transfer-(automatic),83.75,3273.55
2480-EJWYP,no,female,1,yes,no,58,yes,yes,fiber-optic,no,yes,no,no,yes,yes,one-year,yes,bank-transfer-(automatic),97.8,5458.8
2480-JZOSN,no,female,0,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,20.65,20.65
2480-SQIOB,no,male,0,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic-check,44.8,169.65
2481-SBOYW,no,female,0,no,yes,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),25.0,1498.35
2482-CZGBB,yes,male,0,no,no,10,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.0,740.0
2483-XSSMZ,no,female,0,no,no,39,yes,no,dsl,yes,no,no,no,no,no,one-year,yes,electronic-check,47.85,1886.4
2484-DGXPZ,yes,female,0,yes,yes,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,19.55,658.95
2485-ITVKB,yes,female,0,yes,no,2,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic-check,35.1,68.75
2486-WYVVE,no,male,0,yes,no,31,yes,yes,dsl,no,no,yes,yes,yes,yes,one-year,yes,mailed-check,79.3,2484.0
2495-INZWQ,yes,male,0,no,no,4,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,44.55,174.3
2495-KZNFB,no,female,0,no,no,33,yes,yes,fiber-optic,yes,no,no,no,no,yes,month-to-month,yes,electronic-check,90.65,2989.6
2495-TTHBQ,no,female,0,no,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,mailed-check,20.4,84.75
2498-XLDZR,no,female,0,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,two-year,no,mailed-check,73.6,2316.85
2499-AJYUA,no,female,1,yes,no,72,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),110.8,7882.25
2501-XWWTZ,no,male,0,no,no,11,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,electronic-check,70.2,760.05
2504-DSHIH,no,male,1,yes,no,23,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,no,electronic-check,86.8,1975.85
2506-CLAKW,yes,female,0,no,no,6,yes,no,fiber-optic,yes,yes,yes,yes,no,yes,month-to-month,yes,bank-transfer-(automatic),98.15,567.45
2506-TNFCO,yes,female,1,yes,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,69.55,69.55
2507-QZPQS,no,male,0,no,no,15,yes,yes,fiber-optic,no,yes,no,yes,no,yes,month-to-month,no,electronic-check,95.7,1451.1
2508-QJJFP,,male,0,no,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,credit-card-(automatic),20.55,1013.05
2509-TFPJU,no,male,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),25.75,1864.2
2511-ALLCS,no,female,0,yes,yes,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),24.3,821.6
2511-MORQY,no,male,0,yes,yes,50,yes,yes,dsl,no,no,yes,no,no,no,one-year,no,bank-transfer-(automatic),54.9,2614.1
2514-GINMM,yes,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,79.5,79.5
2516-VQRRV,yes,female,1,no,no,2,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,mailed-check,75.45,158.4
2516-XSJKX,no,female,0,yes,yes,41,yes,no,dsl,yes,yes,no,yes,yes,yes,two-year,no,electronic-check,78.45,3126.45
2519-ERQOJ,no,male,1,no,no,33,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic-check,54.6,1803.7
2519-FAKOD,yes,male,0,no,yes,38,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),99.25,3777.15
2519-LBNQL,no,male,1,yes,no,60,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,one-year,yes,electronic-check,104.35,6339.45
2519-TWKFS,no,male,0,yes,yes,25,yes,yes,dsl,no,no,no,yes,no,no,one-year,yes,mailed-check,55.1,1466.1
2520-SGTTA,no,female,0,yes,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,20.0,
2521-NPUZR,no,male,0,yes,no,70,yes,no,fiber-optic,yes,yes,yes,yes,no,yes,two-year,no,credit-card-(automatic),101.0,7085.5
2522-AHJXR,no,male,0,yes,no,60,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,month-to-month,yes,bank-transfer-(automatic),109.45,6572.85
2522-WLNSF,no,female,1,yes,no,34,yes,no,dsl,no,no,yes,yes,yes,no,one-year,no,bank-transfer-(automatic),64.2,2106.3
2523-EWWZL,no,female,0,yes,no,27,yes,no,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,electronic-check,76.1,2093.4
2525-GVKQU,no,female,0,no,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,20.6,1093.0
2528-HFYZX,yes,male,1,yes,no,17,yes,no,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,electronic-check,76.45,1233.4
2530-ENDWQ,yes,female,0,yes,no,71,yes,yes,fiber-optic,no,no,no,no,yes,yes,two-year,yes,bank-transfer-(automatic),93.7,6585.35
2530-FMFXO,no,male,0,yes,yes,56,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,two-year,yes,electronic-check,103.2,5873.75
2533-QVMSK,yes,male,0,yes,no,61,yes,yes,fiber-optic,no,yes,no,yes,yes,no,two-year,yes,electronic-check,94.1,5638.3
2533-TIBIX,no,male,0,yes,yes,15,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,yes,bank-transfer-(automatic),30.2,469.65
2535-PBCGC,no,female,0,yes,no,70,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two-year,no,bank-transfer-(automatic),64.55,4504.9
2538-OIMXF,no,female,0,no,yes,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,24.7,24.7
2541-YGPKE,no,male,0,yes,yes,42,yes,no,dsl,yes,no,no,yes,no,yes,one-year,no,credit-card-(automatic),63.7,2763.35
2542-HYGIQ,no,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit-card-(automatic),19.95,19.95
2545-EBUPK,no,female,1,no,no,2,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,84.05,186.05
2545-LXYVJ,no,male,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),20.7,1492.1
2546-KZAAT,no,male,0,yes,no,52,yes,no,dsl,yes,yes,no,no,yes,yes,one-year,yes,mailed-check,75.4,3865.45
2550-AEVRU,no,female,0,yes,yes,57,yes,no,dsl,yes,yes,no,no,no,no,one-year,no,electronic-check,53.45,3053.0
2550-QHZGP,no,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,mailed-check,19.5,128.6
2550-ZQZPP,,male,1,yes,no,7,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,75.4,533.05
2558-BUOZZ,no,male,0,no,no,47,yes,yes,fiber-optic,yes,yes,no,no,yes,no,one-year,no,bank-transfer-(automatic),94.8,4535.85
2560-PPCHE,no,female,0,no,no,65,yes,yes,fiber-optic,no,yes,no,yes,yes,yes,one-year,yes,bank-transfer-(automatic),105.05,6744.25
2560-QTSBS,no,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,bank-transfer-(automatic),23.3,1623.15
2560-WBWXF,no,male,0,no,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,bank-transfer-(automatic),24.15,1498.85
2565-JSLRY,yes,male,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,24.05,24.05
2568-BRGYX,yes,male,0,no,no,4,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.2,237.95
2568-OIADY,yes,female,0,yes,no,37,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,99.5,3762.0
2569-WGERO,no,female,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,bank-transfer-(automatic),21.15,1419.4
2573-GYRUU,no,male,1,yes,no,48,yes,yes,fiber-optic,no,no,yes,no,no,yes,month-to-month,yes,credit-card-(automatic),91.05,4370.75
2575-EAMDV,,female,0,no,no,35,yes,no,fiber-optic,no,no,yes,yes,yes,yes,one-year,yes,electronic-check,99.25,3532.0
2575-GFSOE,yes,female,0,yes,yes,7,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,69.0,506.9
2576-HXMPA,no,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit-card-(automatic),19.55,19.55
2577-GVSIL,no,male,0,yes,yes,35,yes,yes,dsl,no,no,no,yes,yes,yes,one-year,yes,bank-transfer-(automatic),73.45,2661.1
2578-JQPHZ,no,male,0,no,no,44,yes,no,fiber-optic,no,no,yes,yes,yes,yes,two-year,no,bank-transfer-(automatic),100.1,4378.35
2580-ASVVY,no,female,0,yes,no,37,no,no phone service,dsl,yes,no,no,yes,yes,no,two-year,no,electronic-check,45.4,1593.1
2580-ATZSQ,no,female,0,yes,yes,65,yes,no,dsl,yes,yes,yes,no,no,no,one-year,no,bank-transfer-(automatic),61.35,3874.1
2581-VKIRT,no,female,0,yes,yes,59,yes,yes,dsl,yes,yes,no,yes,no,no,one-year,no,mailed-check,65.5,3801.3
2582-FFFZR,no,female,0,no,no,22,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,50.6,1073.3
2585-KTFRE,no,male,0,no,yes,1,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,bank-transfer-(automatic),70.45,70.45
2586-CWXVV,no,male,0,yes,no,54,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic-check,30.4,1621.35
2587-EKXTS,no,male,0,no,no,44,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,111.5,4915.15
2587-YNLES,no,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,20.1,100.35
2589-AYCRP,no,female,0,no,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,bank-transfer-(automatic),19.75,989.05
2592-HODOV,no,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,credit-card-(automatic),19.3,259.65
2592-SEIFQ,yes,male,0,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic-check,24.75,66.95
2592-YKDIF,no,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.35,20.35
2595-KIWPV,no,male,0,no,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),19.7,509.3
2599-CIPQE,no,male,0,yes,yes,71,yes,no,fiber-optic,yes,yes,yes,yes,yes,yes,two-year,no,credit-card-(automatic),109.3,7782.85
2599-CZABP,no,male,0,yes,no,14,yes,no,dsl,no,no,no,no,no,no,one-year,no,electronic-check,44.6,641.25
2599-GTQWQ,,male,1,no,no,39,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),95.65,3759.05
2603-HVKCG,no,male,0,no,no,31,yes,no,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,101.4,3143.65
2604-IJPDU,no,female,0,yes,no,20,yes,no,fiber-optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic-check,96.55,1901.65
2604-XVDAM,no,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank-transfer-(automatic),43.8,540.95
2606-PKWJB,no,male,0,no,yes,40,no,no phone service,dsl,yes,yes,no,yes,no,no,one-year,no,mailed-check,40.25,1564.05
2606-RMDHZ,yes,male,0,no,no,6,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,credit-card-(automatic),30.5,208.7
2607-DHDAK,no,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),19.8,1414.65
2607-FBDFF,no,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,credit-card-(automatic),49.0,49.0
2608-BHKFN,yes,female,0,no,no,4,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,credit-card-(automatic),70.05,266.9
2609-IAICY,yes,female,0,no,no,1,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,77.15,77.15
2612-PHGOX,no,male,0,yes,no,64,yes,yes,dsl,no,yes,yes,yes,yes,no,two-year,yes,bank-transfer-(automatic),76.1,4818.8
2612-RANWT,yes,female,0,no,no,12,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),100.15,1164.3
2612-RRIDN,yes,male,0,no,no,4,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,81.0,340.85
2615-YVMYX,no,male,1,yes,no,71,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,107.5,7713.55
2616-FLVQC,no,male,0,no,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,19.55,1240.15
2616-UUTFK,no,male,0,yes,no,33,yes,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,bank-transfer-(automatic),72.75,2447.45
2619-WFQWU,yes,female,0,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,mailed-check,70.15,70.15
2621-UDNLU,no,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.85,72.0
2623-DRYAM,no,female,0,yes,no,70,yes,yes,fiber-optic,no,no,yes,no,yes,yes,one-year,yes,electronic-check,101.75,7069.3
2625-TRCZQ,no,female,0,yes,no,51,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic-check,49.65,2553.35
2626-URJFX,yes,male,0,yes,yes,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic-check,50.9,225.6
2626-VEEWG,no,male,0,yes,yes,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),19.4,1284.2
2632-IVXVF,no,female,0,yes,yes,68,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,two-year,no,credit-card-(automatic),111.75,7511.3
2632-TACXW,no,female,0,yes,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),23.65,1416.75
